id,split,V,A,D,teks
112C-L013_61_149,train,3.1,2.8,3.1,Orang macam apa yang mendapat manfaat dari kontribusi Anda untuk Pleasant Run Children's Homes?
112C-L013_653_757,train,2.29,3.29,2.86,"Anak-anak seperti Tommie J., membuat bangsal pengadilan karena pemukulan berulang kali oleh ayah pecandu alkohol;"
112C-L013_758_841,train,2.5,2.9,2.8,"Alice, dikirim ke rumah kelompok untuk mendapatkan bantuan karena gangguan perilaku yang parah;"
112C-L013_842_966,train,3.33,3.0,2.78,"dan John H., seorang pecandu alkohol yang baru pulih, membangun kembali hubungan dengan keluarganya sehingga mereka dapat hidup bersama lagi."
112C-L013_973_1053,test,3.1,3.2,3.4,Pleasant Run Children's Homes mulai melayani anak-anak hampir 130 tahun yang lalu.
112C-L014_1070_1113,dev,2.7,3.1,2.7,"Bagi sebagian orang, ini hanya masalah minggu atau bulan;"
112C-L014_1114_1137,train,2.78,2.67,2.89,"Bagi yang lain, ini bertahun-tahun."
112C-L014_1144_1226,test,3.4,3.0,3.3,"Mereka meninggalkan Pleasant Run, umumnya, siap dan mampu berkontribusi pada masyarakat."
112C-L014_1227_1282,train,4.0,3.5,3.7,Kami bangga dengan anak-anak kami dan semua yang mereka atasi.
112C-L014_1289_1335,train,3.2,2.8,3.2,"Kami adalah agen nirlaba, multi-layanan."
112C-L014_1336_1386,train,3.0,2.89,3.11,Kami tidak akan ada jika kebutuhan tidak ada.
112C-L014_1387_1506,train,3.1,3.2,3.0,Jumlah anak-anak yang layak mendapatkan layanan kami meningkat ... secepat program kami dapat tumbuh untuk melayani mereka.
112C-L014_1513_1538,train,3.43,3.29,3.0,Tolong bantu kami membantu mereka.
112C-L014_1539_1607,train,3.4,2.8,3.2,"Rumah anak-anak yang dikelola dengan menyenangkan... ""Di mana anak-anak yang baik menjadi lebih baik."""
112C-L014_1614_1624,train,3.2,2.7,3.0,Dengan Hormat
112C-L014_1631_1655,dev,3.0,2.7,3.0,Maria Roth Tom Hirschauer
112C-L014_18_31,test,3.0,2.4,2.8,26 Juni 1995
112C-L014_195_327,test,3.11,2.89,3.0,"Pemerintah federal, negara bagian dan lokal membekukan atau menarik sumber pendanaan yang sangat dibutuhkan bagi orang-orang yang benar-benar membutuhkan."
112C-L014_328_554,train,3.57,3.0,3.14,"Terlepas dari itu, Pleasant Run Children's Homes, dengan bantuan ratusan sukarelawan dan orang lain yang benar-benar peduli, terus membuat dampak signifikan pada masa depan keluarga dan anak-anak yang membutuhkan bantuan."
112C-L014_38_50,train,3.44,3.11,2.78,Teman:
112C-L014_561_677,dev,2.43,3.29,2.57,"Kita semua mendengar tentang peningkatan pengabaian, pelecehan, dan pengabaian mereka yang tidak dapat melawan: anak-anak."
112C-L014_57_80,dev,2.8,2.9,3.3,Ini bukan buletin.
112C-L014_678_778,train,3.0,2.38,3.0,Namun hanya sedikit dari kita yang cukup mendengar tentang anak-anak yang hidup melalui kesulitan ini dan membuat kelas.
112C-L014_785_803,train,3.7,3.3,3.2,Sisi positifnya.
112C-L014_804_831,train,3.4,2.9,2.9,Ini adalah anak-anak istimewa.
112C-L014_81_109,dev,3.0,2.89,3.0,Ini adalah daya tarik penggalangan dana.
112C-L014_832_878,train,2.9,2.8,3.0,Mereka datang ke program Pleasant Run ...
112C-L014_879_1063,train,2.88,3.0,2.75,"Baik itu untuk bantuan terapeutik di rumah mereka sendiri (yang memelihara seluruh keluarga), melalui keluarga asuh atau di lingkungan keluarga di rumah hunian kami."
112C-L015_1087_1146,train,3.44,3.33,3.44,Kontribusi Anda akan membuat perbedaan dalam kehidupan seorang anak.
112C-L015_1147_1188,test,3.3,3.1,3.0,Ini dapat membantu keluarga tetap bersama.
112C-L015_1189_1240,train,3.78,3.44,3.56,Hal ini tentu bisa membuat kenangan liburan yang membahagiakan.
112C-L015_1247_1334,train,3.55,2.91,3.27,Hadiah untuk Pleasant Run berarti anak-anak dalam perawatan kami akan memiliki hadiah untuk dibuka.
112C-L015_1335_1452,train,3.33,2.89,3.0,"Hadiah berarti keluarga akan memiliki makanan liburan, peralatan memasak untuk menyiapkan makanan dan hidangan untuk menyajikannya."
112C-L015_1453_1503,train,3.5,3.3,3.2,Hadiah Anda akan melampaui musim liburan.
112C-L015_1504_1606,train,3.29,2.86,3.0,"Ini dapat membantu membeli pakaian, perlengkapan sekolah, buku, dan alat pendidikan sepanjang tahun."
112C-L015_1620_1681,train,3.25,3.12,3.25,Harap luangkan beberapa menit untuk mengirimkan donasi ke Pleasant run.
112C-L015_1682_1813,test,3.4,2.9,3.0,Biarkan keluarga dan anak-anak kita tahu bahwa Anda ingin mereka memiliki kenangan yang sama seperti liburan yang akan Anda miliki.
112C-L015_1820_1880,train,4.3,3.6,2.9,Kami berharap Anda dan keluarga Anda tahun baru penuh sukacita dan cinta.
112C-L015_1887_1897,train,3.12,3.0,3.12,Dengan Hormat
112C-L015_18_47,test,3.0,3.14,3.0,Teman-teman terkasih dari Pleasant Run:
112C-L015_1904_1932,train,3.0,2.6,3.0,"Mary Roth, Direktur Eksekutif"
112C-L015_231_324,train,4.0,3.43,3.29,Ini adalah waktu tahun ketika kita bersyukur atas kehangatan dan cinta yang mengelilingi kita.
112C-L015_325_413,train,2.7,2.9,2.8,Dan sepanjang tahun ini adalah kesempatan untuk mengingat mereka yang tidak seberuntung kita.
112C-L015_420_473,train,3.2,3.1,3.1,Pleasant Run merawat anak-anak dan keluarga yang berisiko.
112C-L015_474_620,train,3.0,2.62,3.13,"Kami melakukan ini melalui berbagai program termasuk berbasis masyarakat, perawatan terapeutik, rumah kelompok dan pusat perawatan kami."
112C-L015_54_230,dev,3.3,3.0,3.1,"Musim liburan adalah waktu dalam setahun ketika kita semua sibuk membeli hadiah, memanggang barang, mendekorasi rumah kita dan membuat pengaturan untuk bersama keluarga dan teman."
112C-L015_621_695,dev,2.33,3.11,3.11,Banyak anak-anak menjadi korban pelecehan atau tinggal di rumah yang tidak stabil.
112C-L015_702_858,train,3.12,3.0,3.0,Hari ini kami meminta Anda untuk meluangkan beberapa menit untuk mempertimbangkan memberikan kontribusi kepada Pleasant Run untuk membantu 1.500 keluarga anak-anak yang kami rawat.
112C-L015_859_939,train,2.12,3.25,2.75,Banyak anak-anak tidak memiliki rumah; Tidak ada kenangan sukacita dari liburan sebelumnya.
112C-L015_940_1086,dev,2.4,3.0,2.8,Lainnya berasal dari keluarga yang berjuang untuk menyediakan lingkungan yang sehat dan bahagia tetapi tidak memiliki sumber daya untuk memungkinkannya.
112C-L016_1002_1117,train,3.0,2.88,3.0,"Jika Anda tertarik dan ingin informasi lebih lanjut, silakan hubungi Lisa Lusk atau Marcia Whited di 693-9222."
112C-L016_1118_1197,train,3.0,3.0,3.14,Kami ingin keluarga yang cocok dengan sponsor selambat-lambatnya xxxx.
112C-L016_1198_1314,train,3.78,3.22,3.44,Terima kasih telah mempertimbangkan kesempatan ini untuk menjadikan ini musim liburan yang tak terlupakan bagi keluarga yang membutuhkan.
112C-L016_1321_1331,test,3.2,2.8,3.1,Dengan Hormat
112C-L016_18_87,train,3.1,3.3,3.3,Sulit dipercaya bahwa musim liburan tinggal dua bulan lagi.
112C-L016_196_301,train,3.1,2.9,3.0,"Setiap tahun kami mencari perusahaan, organisasi, dan individu untuk mensponsori satu atau lebih keluarga kami."
112C-L016_302_372,train,3.1,2.9,3.1,Keluarga-keluarga ini adalah peserta dalam program berbasis komunitas kami.
112C-L016_373_495,train,3.4,3.0,3.3,Program-program ini berfokus pada menjaga keluarga tetap bersama dengan memberikan konseling dan layanan lainnya kepada seluruh keluarga.
112C-L016_502_688,train,2.5,2.8,3.0,"Setelah pekerja sosial kami bertemu dengan keluarga-keluarga ini dan anak-anak mereka, mereka sering menemukan bahwa mereka bahkan kekurangan kebutuhan dasar seperti peralatan memasak, tempat tidur, perlengkapan kebersihan, dll."
112C-L016_689_721,train,3.1,3.1,3.3,Kami memenuhi kebutuhan ini dengan segera.
112C-L016_722_804,train,2.25,2.88,3.0,"Tapi, musim liburan adalah waktu yang sangat sulit bagi keluarga-keluarga ini."
112C-L016_805_903,test,2.44,2.78,2.78,Mereka tidak memiliki sumber daya yang diperlukan untuk membeli hadiah atau makanan untuk makanan liburan.
112C-L016_910_1001,train,3.1,3.2,3.3,Kami meminta Anda untuk mempertimbangkan mensponsori salah satu keluarga kami untuk musim liburan ini.
112C-L016_94_189,dev,3.1,2.7,2.8,"Di Pleasant Run, Inc. kami membuat rencana dan pengaturan untuk anak-anak dan keluarga kami."
113CWL017_1034_1074,train,2.9,3.0,3.0,Biayanya $ 225 untuk mengirim satu anak ke kamp.
113CWL017_1075_1226,train,3.1,3.4,3.2,"Banyak anggota Boys &; Girls Clubs of Indianapolis tidak mampu pergi ke kamp tanpa bantuan keuangan, dan itulah mengapa kami membutuhkan Anda!"
113CWL017_1233_1378,train,3.11,3.11,3.11,Tolong buat perkemahan mungkin untuk semua anak-anak Indianapolis yang layak dan kirimkan kontribusi yang dapat dikurangkan dari pajak hari ini dalam amplop tertutup.
113CWL017_136_241,dev,3.37,3.25,3.12,"Ya, ini adalah waktu dalam setahun – awal dari klub Boys & Girls di Indianapolis 'Camp."
113CWL017_1385_1425,train,3.22,3.33,3.22,"Pertimbangkan untuk mensponsori 1, 2, atau 3 anak."
113CWL017_1426_1543,dev,3.6,3.3,2.9,"Tidak peduli ukuran donasi, ketahuilah bahwa hadiah Anda akan dihargai dan membuat perbedaan."
113CWL017_1550_1560,train,3.0,2.83,3.0,Dengan Hormat
113CWL017_1567_1584,train,3.0,2.8,3.0,Richard Dickinson
113CWL017_1596_1640,test,3.43,3.29,3.14,Anda dapat membuat perbedaan dalam kehidupan seorang anak.
113CWL017_1641_1724,train,3.67,3.67,3.67,Sponsori seorang anak di perkemahan musim panas Boys &; Girls Clubs of Indianapolis hari ini!
113CWL017_18_64,test,3.0,3.0,3.17,1 Juni 1998 BOYS &; Girls Club OF INDIANAPOLIS
113CWL017_242_308,train,3.2,2.6,3.0,"Enam minggu belajar dan menjelajah, olahraga, seni, dan persekutuan."
113CWL017_315_478,train,3.14,2.86,3.0,"Waktu bagi seorang anak muda untuk menikmati kesenangan dan manfaat dari kehidupan kamp perumahan, staf dan instruksi yang berdedikasi, dan kesempatan untuk mendapatkan teman khusus."
113CWL017_492_603,train,3.6,3.2,3.3,"Saya tahu Anda berkomitmen untuk memastikan anak-anak saat ini memiliki pengalaman musim panas yang aman, sehat, dan positif."
113CWL017_604_681,train,3.14,3.0,3.0,Itu sebabnya saya ingin Anda mempelajari lebih lanjut tentang Super Summer Safari Camp.
113CWL017_688_775,train,3.29,2.71,3.29,"Di Super Summer Safari Camp, ada kegiatan olahraga, alam, dan seni setiap hari."
113CWL017_71_83,train,3.4,3.3,2.9,Teman
113CWL017_776_923,train,3.1,3.2,3.0,"Selain hal-hal yang menyenangkan, keterampilan hidup yang penting seperti harga diri, kepemimpinan, dan kerja sama interpersonal sedang dikembangkan."
113CWL017_90_135,train,4.0,4.1,3.0,"Ini musim panas, jadi pasti sudah waktunya untuk CAMP!"
113CWL017_924_1027,test,3.2,3.2,3.2,Silakan baca brosur terlampir untuk informasi lebih lanjut tentang Super Summer Safari Camp yang luar biasa!
113CWL018_1023_1100,train,3.0,3.11,3.22,Kami mengandalkan Anda sekarang untuk membantu kami mencapai tempat yang kami inginkan besok.
113CWL018_1101_1160,train,3.0,3.0,2.71,Maukah Anda mempertimbangkan hadiah yang sama pada tahun 1999?
113CWL018_1167_1191,train,2.83,3.0,2.83,"Tolong, berikan dengan murah hati."
113CWL018_1192_1222,train,3.1,3.2,3.4,Anak-anak bergantung padamu.
113CWL018_1229_1242,train,3.0,2.9,2.9,Hormat
113CWL018_1249_1337,train,3.0,2.71,3.0,"James Campbell Presiden Wakil Kepala Dewan, Departemen Kepolisian Indianapolis"
113CWL018_1344_1363,train,3.11,2.67,3.0,Agen United Way
113CWL018_1370_1420,train,3.0,2.9,3.0,Silakan lepaskan dan kembalikan dalam amplop tertutup.
113CWL018_153_220,train,2.45,3.0,2.45,Anak-anak muda sering menemukan diri mereka merasa terasing dan sendirian.
113CWL018_18_35,train,3.0,2.7,3.0,26 Februari 1999
113CWL018_227_287,train,3.11,3.0,3.11,Di situlah Boys &; Girls Clubs of Indianapolis masuk.
113CWL018_288_402,train,3.3,3.0,3.3,Kami menjangkau anak-anak - terutama mereka yang berasal dari lingkungan yang kurang beruntung di mana risikonya paling tinggi.
113CWL018_403_590,dev,3.44,3.22,3.33,"Kami memberi mereka kesempatan untuk menyadari potensi mereka sendiri dengan memberi mereka tempat di mana mereka dapat mengembangkan rasa kompetensi, kegunaan, rasa memiliki dan pengaruh."
113CWL018_42_48,dev,3.0,2.7,3.0,Sayang
113CWL018_55_152,train,2.2,3.0,2.8,"Anak-anak saat ini menghadapi tekanan yang luar biasa, mulai dari masalah di rumah hingga geng dan narkoba."
113CWL018_858_951,train,3.2,2.9,3.1,"Uang untuk program, untuk peralatan, dan untuk perbaikan dan peningkatan fasilitas klub."
113CWL018_952_1022,train,3.9,3.1,3.4,Kontribusi Anda tahun lalu membantu kami mencapai tempat kami hari ini.
114CUL057_1008_1111,train,3.5,3.8,3.6,"Selain itu, kami akan memiliki minuman ringan dan undian, sehingga Anda dapat berjalan pulang dengan hadiah besar!"
114CUL057_1118_1245,train,3.33,3.22,2.89,"Jameson Grill telah dirancang untuk menjadi menyenangkan bagi Anda, keluarga Anda, karyawan, dan bahkan mungkin tetangga Anda."
114CUL057_1252_1394,train,3.4,3.3,3.1,Bergabunglah dalam acara yang luar biasa ini dan bantu Jameson Camp terus memberikan dukungan sepanjang tahun yang memberi anak-anak kesempatan untuk menciptakan mimpi.
114CUL057_1401_1475,train,3.5,3.5,3.38,"Cukup isi kartu terlampir, dan sampai jumpa di Grill!"
114CUL057_1482_1532,train,3.14,2.86,3.43,Salah satu sukarelawan kami akan segera menghubungi Anda.
114CUL057_1539_1549,test,3.0,3.2,3.1,Pertanyaan?
114CUL057_1550_1604,train,3.1,2.9,3.1,"Hubungi Pat Bray di 241-2661 atau e-mail, jcfundrzr@aol.com"
114CUL057_18_67,train,3.75,3.63,3.12,"Ayo satu, Datang semua ke Jameson Grill Perdana"
114CUL057_214_357,test,3.2,3.2,3.1,"Sabtu, 20 September 1997, dari pukul 14:00 hingga 19:00, menandai hari istimewa, karena Jameson Camp akan mengadakan Jameson Grill pertamanya."
114CUL057_358_422,train,3.9,3.8,3.1,Penggalangan dana yang didedikasikan untuk Anda dan keluarga Anda bersenang-senang!
114CUL057_422_423,train,3.33,3.44,3.22,!
114CUL057_430_532,train,3.3,3.0,3.2,"Untuk acara ini, ketika Anda membeli meja piknik perusahaan, Anda akan dapat membawa 16 orang."
114CUL057_613_726,train,3.0,2.75,3.0,The Grill akan menampilkan cukup banyak kegiatan sehingga Anda dan anak-anak Anda akan kesulitan memutuskan apa yang harus dilakukan.
114CUL057_727_897,train,3.4,3.2,3.0,"Dari bola basket, bola tendang, bola voli, panahan, kerajinan tangan, lemparan telur, dan bahkan berjalan-jalan melalui sungai kami, Anda akan memiliki banyak hal yang harus dilakukan untuk membuat Anda baik dan lapar."
114CUL057_74_207,test,3.3,2.6,2.9,"Satu-satunya acara penggalangan dana di dunia di mana Anda dapat membawa seluruh keluarga Anda, karyawan lain, atau bahkan mungkin tetangga Anda."
114CUL057_904_920,train,3.0,3.62,3.62,"Lapar, Anda bertaruh!"
114CUL057_921_1001,train,3.8,3.5,3.3,"Kami akan menyiapkan babi panggang dan hot dog untuk anak-anak, dengan semua bahannya."
114CUL058_1015_1184,train,3.29,3.43,3.14,"Acara ini dirancang agar menyenangkan bagi berkemah, keluarga mereka, teman-teman kamp, tetangga, staf, dan siapa pun yang tertarik untuk mengetahui lebih lanjut tentang Jameson."
114CUL058_1185_1212,train,4.2,4.0,3.3,"Singkatnya, Fun for Everyone!"
114CUL058_1219_1378,dev,3.12,3.0,3.12,"Acara ramah keluarga, 20 September 1997, akan mencakup babi panggang, kegiatan untuk anak-anak dan orang dewasa, hadiah untuk kegiatan, dan undian kecil."
114CUL058_1427_1465,dev,3.0,3.12,2.88,Di sinilah kami membutuhkan bantuan Anda.
114CUL058_1472_1640,train,3.34,2.89,3.34,Dapatkah Anda membantu mendukung acara yang luar biasa ini dengan menyediakan segala jenis produk atau layanan yang dapat digunakan sebagai hadiah untuk kegiatan kami atau sebagai hadiah undian?
114CUL058_163_285,dev,3.25,3.12,3.12,Jameson adalah lembaga nirlaba yang didirikan pada tahun 1928 untuk melayani kaum muda Indiana tengah yang memiliki kebutuhan khusus.
114CUL058_1641_1809,train,3.4,3.3,3.2,Kontribusi Anda akan membantu pendanaan sehingga Jameson Camp dapat terus memberikan pengalaman berkemah sepanjang tahun yang memberi anak-anak kesempatan untuk menciptakan mimpi.
114CUL058_1816_1904,dev,3.1,2.9,3.0,Terlampir adalah formulir yang dapat Anda isi dan kembalikan kepada kami dalam amplop ongkos kirim.
114CUL058_18_31,train,2.89,2.67,3.22,11 Juli 1997
114CUL058_1905_1972,train,3.0,2.6,3.2,"Atau, Anda dapat mengirim faks kepada kami di 241-2760, atau email, icfundrzr@aol.com."
114CUL058_1973_2040,train,3.22,3.11,3.33,Tanggapan cepat Anda akan membantu kami mulai mengatur hadiah kami.
114CUL058_2041_2136,train,3.2,2.6,3.0,"Setelah kami menerima komitmen Anda, kami akan menghubungi Anda untuk mengambil kontribusi Anda."
114CUL058_2137_2197,train,3.12,3.12,3.12,"Jika Anda memiliki pertanyaan, silakan hubungi saya di 241-2661."
114CUL058_2204_2263,train,3.62,3.38,3.25,Kami menghargai dukungan Anda terhadap acara pertama kami jenis ini.
114CUL058_2270_2280,train,2.8,2.8,3.0,Dengan Hormat
114CUL058_2326_2367,train,3.1,3.2,3.1,Bantu Blaze The Trail - 1997 Jameson Camp
114CUL058_2368_2415,train,3.9,3.4,3.2,Terima kasih atas Hadiah Dana Tahunan terakhir Anda!
114CUL058_286_510,train,3.09,2.73,3.0,"Kamp ini menawarkan program perumahan musim panas untuk anak-anak dari usia 7-17, dan melanjutkan kontak dengan berkemah dan keluarga mereka dengan acara tindak lanjut malam dan akhir pekan khusus selama tahun ajaran."
114CUL058_38_66,train,3.0,2.6,3.0,"Nama, Alamat, Kota, Negara Bagian, Zip"
114CUL058_517_643,train,2.92,2.5,2.92,"Semua anak yang menghadiri kamp dirujuk oleh pekerja sosial, dokter, guru, konselor, dan profesional lainnya."
114CUL058_644_772,train,2.5,2.88,2.88,"Banyak anak-anak memiliki ketidakmampuan belajar, masalah perilaku, atau berasal dari keluarga yang tertekan secara ekonomi."
114CUL058_73_92,train,3.0,3.0,3.0,Dear Bapak/Ibu Nama:
114CUL058_773_915,train,3.3,3.4,3.2,"Tujuan dari pengalaman berkemah terorganisir kami adalah untuk meningkatkan kesehatan total anak-anak secara sosial, emosional, dan fisik."
114CUL058_922_1014,train,3.4,3.1,3.1,Tahun ini Jameson Camp merencanakan acara penggalangan dana perdana: The Jameson Grill!
114CUL058_99_156,dev,3.2,3.4,2.9,Kami membutuhkan bantuan Anda dalam melanjutkan pekerjaan Jameson Camp.
114CUL059_1021_1193,train,3.4,2.9,3.2,Dua dari mereka mengatakan kepada saya kemarin bahwa sebagai sebuah kelompok mereka memutuskan bahwa mereka harus mendapatkan hak untuk meminta bantuan orang lain dengan mencapai sesuatu yang nyata untuk membantu diri mereka sendiri.
114CUL059_113_231,train,3.25,3.0,3.25,Saya harap Anda akan mempertimbangkan untuk melanjutkan dukungan Anda terhadap berkemah khusus Jameson dengan memperbarui hadiah terakhir Anda sebesar $ xxx.
114CUL059_1194_1250,train,2.55,2.91,3.0,Dan itu dari anak-anak yang dilihat banyak orang sebagai masalah.
114CUL059_1257_1457,train,3.3,3.3,3.2,"Bahkan setelah sesi musim panas berakhir, Jameson berkemah akan mengambil bagian dalam program sepanjang tahun yang dirancang untuk menjaga kontak positif dengan teman sebaya dan panutan tetap hidup dan penting."
114CUL059_1458_1598,train,3.4,3.2,3.3,Kami telah menjadwalkan lebih dari 15 akhir pekan kemping lanjutan yang dimulai pada bulan September dan berkeliling hingga musim berkemah musim panas mendatang.
114CUL059_1605_1670,dev,3.2,3.3,2.9,"Tolong, pertimbangkan untuk memperbarui dukungan Anda terhadap anak-anak hebat ini hari ini."
114CUL059_1677_1687,train,3.0,2.9,3.0,Dengan Hormat
114CUL059_1694_1724,dev,3.0,2.78,3.11,"Julie Marsh, Direktur Eksekutif"
114CUL059_1731_1735,test,3.0,2.5,3.0,PS
114CUL059_1736_1836,train,3.6,3.5,3.4,Kami tahu akhir pekan tindak lanjut kami akan dihadiri lebih baik daripada sebelumnya musim gugur dan musim dingin ini.
114CUL059_1837_1942,train,3.1,2.9,3.0,"Jika Anda dapat memberikan sedikit lebih banyak untuk membantu memenuhi peningkatan biaya ini, kami akan menghargai dukungan Anda."
114CUL059_18_30,train,3.0,2.2,3.2,25 Juli 1997
114CUL059_232_298,train,3.11,3.11,2.67,Saya dapat memberitahu Anda bahwa kami membutuhkan bantuan Anda sekarang sebanyak sebelumnya.
